"Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"Max & the Magic Marker","Wii",2011,"Platform","Unknown",0.0,0.04,0.0,0.0,0.04
"Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD","PS3",2013,"Simulation","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Zombi Daisuki","DS",2011,"Action","ChunSoft",0.0,0.0,0.04,0.0,0.04
"Card Fight!! Vanguard G: Stride to Victory!!","3DS",2016,"Misc","FuRyu",0.0,0.0,0.04,0.0,0.04
"Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta","3DS",2014,"Action","FuRyu",0.0,0.0,0.04,0.0,0.04
"Refrain no Chika Meikyuu to Majo no Ryodan","PSV",2016,"Action","Nippon Ichi Software",0.0,0.0,0.04,0.0,0.04
"Playmobil Top Agents","DS",2010,"Action","JoWood Productions",0.0,0.04,0.0,0.0,0.04
"Super Robot Taisen OG Infinite Battle","PS3",2013,"Fighting","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Attack of the Movies 3D","X360",2010,"Shooter","Majesco Entertainment",0.04,0.0,0.0,0.0,0.04
"Utawarerumono: Futari no Hakuoro","PS4",2016,"Misc","Aqua Plus",0.0,0.0,0.04,0.0,0.04
"Hana to Ikimo no Rittai Zukan","3DS",2011,"Misc","Nintendo",0.0,0.0,0.04,0.0,0.04
"Kamen Rider: Battride War Genesis","PS3",2016,"Action","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Amagami","PSV",2014,"Adventure","Kadokawa Games",0.0,0.0,0.04,0.0,0.04
"Duke Nukem Trilogy: Critical Mass","DS",2011,"Shooter","Deep Silver",0.04,0.0,0.0,0.0,0.04
"NCIS","PC",2011,"Adventure","Ubisoft",0.01,0.02,0.0,0.01,0.04
"The Cube","Wii",2012,"Action","Funbox Media",0.0,0.04,0.0,0.0,0.04
"NatGeo Challenge! Wild Life","Wii",2010,"Misc","Black Bean Games",0.04,0.0,0.0,0.0,0.04
"Amnesia","PSP",2011,"Adventure","Idea Factory",0.0,0.0,0.04,0.0,0.04
"Jewel Quest Mysteries 2: Trail of the Midnight Heart","DS",2011,"Puzzle","Unknown",0.0,0.04,0.0,0.01,0.04
"Sherlock Holmes: Secret of The Silver Earring","Wii",2010,"Adventure","Focus Home Interactive",0.0,0.04,0.0,0.01,0.04
"Great Battle Full Blast","PSP",2012,"Action","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Hitman (2016)","PS4",2016,"Action","Square Enix",0.0,0.04,0.0,0.01,0.04
"Saint Seiya: Soldiers' Soul","PS3",2015,"Fighting","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"7 Days to Die","XOne",2016,"Action","Telltale Games",0.02,0.02,0.0,0.0,0.04
"Doki Doki! PreCure Narikiri Life!","3DS",2013,"Action","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Gravity Falls: Legend of the Gnome Gemulets","3DS",2015,"Action","Ubisoft",0.03,0.0,0.0,0.0,0.04
"Phantom Kingdom Portable","PSP",2011,"Role-Playing","Nippon Ichi Software",0.0,0.0,0.04,0.0,0.04
"Virtua Tennis 4","PC",2011,"Sports","Sega",0.0,0.03,0.0,0.01,0.04
"Little Busters! Converted Edition","PSP",2010,"Adventure","Prototype",0.0,0.0,0.04,0.0,0.04
"Major League Baseball 2K12","PC",2012,"Sports","Take-Two Interactive",0.04,0.0,0.0,0.0,0.04
"Nitroplus Blasterz: Heroines Infinite Duel","PS4",2015,"Fighting","Marvelous Interactive",0.01,0.0,0.02,0.0,0.04
"Shukufuku no Campanella Portable","PSP",2010,"Adventure","Kadokawa Shoten",0.0,0.0,0.04,0.0,0.04
"The Wolf Among Us","X360",2011,"Adventure","Telltale Games",0.01,0.03,0.0,0.0,0.04
"Horses 3D","3DS",2012,"Misc","Ubisoft",0.04,0.0,0.0,0.0,0.04
"Chaos;Head - Love Chu*Chu!","PSP",2011,"Adventure","5pb",0.0,0.0,0.04,0.0,0.04
"Lost Planet 3","PC",2013,"Shooter","Capcom",0.0,0.03,0.0,0.01,0.04
"Paws & Claws: Regal Resort","DS",2010,"Simulation","THQ",0.04,0.0,0.0,0.0,0.04
"Battle Spirits: Digital Starter","DS",2010,"Role-Playing","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Deadliest Warrior: Ancient Combat","X360",2012,"Fighting","Cloud Imperium Games Corporation",0.04,0.0,0.0,0.0,0.04
"Gakuen Hetalia Portable","PSP",2011,"Adventure","Idea Factory",0.0,0.0,0.04,0.0,0.04
"XCOM 2","PS4",2016,"Strategy","Take-Two Interactive",0.01,0.02,0.0,0.01,0.04
"Shiren the Wanderer 4 - God's Eye and the Demon's Navel","PSP",2012,"Role-Playing","Spike",0.0,0.0,0.04,0.0,0.04
"Men of War: Vietnam","PC",2011,"Strategy","Unknown",0.0,0.03,0.0,0.01,0.04
"Winning Post World 2010","PS3",2010,"Sports","Tecmo Koei",0.0,0.0,0.04,0.0,0.04
"Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!","DS",2010,"Action","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari","PSV",2012,"Action","Konami Digital Entertainment",0.0,0.0,0.04,0.0,0.04
"Summer Challenge: Athletics Tournament","PS3",2011,"Sports","PQube",0.0,0.03,0.0,0.01,0.04
"S.Y.K Renshouden Portable","PSP",2011,"Adventure","Idea Factory",0.0,0.0,0.04,0.0,0.04
"Off-Road Drive","PC",2011,"Racing","1C Company",0.0,0.03,0.0,0.01,0.04
"Hanaoni: Yume no Tsudzuki","PSP",2012,"Action","Idea Factory",0.0,0.0,0.04,0.0,0.04
"Unchained Blades","3DS",2011,"Role-Playing","FuRyu",0.0,0.0,0.04,0.0,0.04
"Harley-Davidson: Road Trip","Wii",2010,"Racing","Destineer",0.04,0.0,0.0,0.0,0.04
"Gal*Gun","X360",2011,"Shooter","Alchemist",0.0,0.0,0.04,0.0,0.04
"GoGo's Crazy Bones","DS",2012,"Action","GameMill Entertainment",0.0,0.04,0.0,0.0,0.04
"MLB 2K12 / NBA 2K12 Combo Pack","X360",2012,"Sports","Take-Two Interactive",0.04,0.0,0.0,0.0,0.04
"North American Hunting Extravaganza 2","Wii",2010,"Sports","Unknown",0.03,0.0,0.0,0.0,0.04
"City Builder","Wii",2010,"Misc","Virtual Play Games",0.04,0.0,0.0,0.0,0.04
"Sengoku Musou 3 Z Special","PSP",2012,"Action","Ackkstudios",0.0,0.0,0.04,0.0,0.04
"Harukanaru Toki no Naka de 5","PSP",2011,"Role-Playing","Tecmo Koei",0.0,0.0,0.04,0.0,0.04
"Resident Evil: Operation Raccoon City","PC",2012,"Action","Capcom",0.0,0.03,0.0,0.01,0.04
"Winning Post 7 2012","PSP",2012,"Sports","Ackkstudios",0.0,0.0,0.04,0.0,0.04
"Who Wants to Be a Millionaire: 3rd Edition","DS",2010,"Misc","Ubisoft",0.04,0.0,0.0,0.0,0.04
"Test Drive: Ferrari Legends","PS3",2012,"Racing","Unknown",0.04,0.0,0.0,0.0,0.04
"Infamous: First Light","PS4",2014,"Action","Sony Computer Entertainment",0.0,0.03,0.0,0.01,0.04
"J.League Pro Soccer Club o Tsukurou! 8 Euro Plus","PSP",2013,"Sports","Sega",0.0,0.0,0.04,0.0,0.04
"One Piece: Burning Blood","XOne",2016,"Fighting","Namco Bandai Games",0.03,0.01,0.0,0.0,0.04
"Hakuouki: Reimeiroku Portable","PSP",2011,"Adventure","Idea Factory",0.0,0.0,0.04,0.0,0.04
"Terraria","XOne",2014,"Action","505 Games",0.0,0.04,0.0,0.0,0.04
"Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!","3DS",2014,"Adventure","Happinet",0.0,0.0,0.04,0.0,0.04
"The Legend of Heroes: Trails in the Sky First Chapter","PS3",2012,"Role-Playing","Falcom Corporation",0.0,0.0,0.04,0.0,0.04
"Deal or No Deal: Special Edition","DS",2010,"Misc","Zoo Games",0.04,0.0,0.0,0.0,0.04
"Nobunaga's Ambition: Sphere of Influence","PS4",2014,"Strategy","Tecmo Koei",0.03,0.0,0.0,0.01,0.04
"Patrician IV","PC",2010,"Strategy","Kalypso Media",0.03,0.0,0.0,0.0,0.04
"Deadliest Warrior: Ancient Combat","PS3",2012,"Fighting","Cloud Imperium Games Corporation",0.04,0.0,0.0,0.0,0.04
"Star Ocean 5: Integrity and Faithlessness","PS3",2016,"Role-Playing","Square Enix",0.0,0.0,0.04,0.0,0.04
"Date A Live: Rine Utopia","PS3",2013,"Adventure","Compile Heart",0.0,0.0,0.04,0.0,0.04
"CSI: Fatal Conspiracy","PC",2010,"Adventure","Ubisoft",0.0,0.03,0.0,0.01,0.04
"Durarara!! 3way Standoff: Alley","PSP",2011,"Adventure","Kadokawa Shoten",0.0,0.0,0.04,0.0,0.04
"Hanaoni: Koisomeru Koku - Eikyuu no Shirushi","PSP",2011,"Adventure","Idea Factory",0.0,0.0,0.04,0.0,0.04
"Zac to Ombra: Maboroshi no Yuuenchi","DS",2010,"Adventure","Konami Digital Entertainment",0.0,0.0,0.04,0.0,0.04
"Resident Evil: Revelations","PC",2013,"Action","Capcom",0.0,0.03,0.0,0.01,0.04
"Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu","Wii",2010,"Fighting","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Shadow of the Colossus","PS3",2011,"Action","Sony Computer Entertainment",0.0,0.0,0.04,0.0,0.04
"Phantom Breaker","X360",2011,"Fighting","5pb",0.02,0.0,0.02,0.0,0.04
"Gummy Bears Mini Golf","Wii",2010,"Sports","Unknown",0.04,0.0,0.0,0.0,0.04
"Time Travelers","3DS",2012,"Adventure","Unknown",0.0,0.0,0.04,0.0,0.04
"Castlevania: Lords of Shadow 2","PC",2014,"Action","Konami Digital Entertainment",0.01,0.03,0.0,0.0,0.04
"BlazBlue: Chrono Phantasma Extend","PS3",2015,"Action","PQube",0.0,0.0,0.04,0.0,0.04
"All Points Bulletin","PC",2010,"Role-Playing","Electronic Arts",0.0,0.03,0.0,0.01,0.04
"Romance of the Three Kingdoms 13","PS3",2015,"Action","Tecmo Koei",0.0,0.0,0.04,0.0,0.04
"The Sims 4: Spa Day","PC",2015,"Simulation","Electronic Arts",0.0,0.04,0.0,0.0,0.04
"Yuki Yuna is a Hero: Memory of the Forest","PSV",2015,"Action","FuRyu",0.0,0.0,0.04,0.0,0.04
"JASF: Jane's Advanced Strike Fighters","PC",2011,"Simulation","Deep Silver",0.02,0.01,0.0,0.0,0.04
"Blue Roses: Yousei to Aoi Hitomi no Senshitachi","PSP",2010,"Adventure","Nippon Ichi Software",0.0,0.0,0.04,0.0,0.04
"Dora's Big Birthday Adventure","PS2",2010,"Misc","Take-Two Interactive",0.02,0.01,0.0,0.0,0.04
"Haikyu!! Cross Team Match!","3DS",2016,"Adventure","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Hyperdimension Neptunia Victory II","PS4",2015,"Role-Playing","Idea Factory International",0.0,0.0,0.04,0.0,0.04
"Brothers: A Tale of Two Sons","XOne",2015,"Adventure","505 Games",0.03,0.01,0.0,0.0,0.04
"Mobile Suit Gundam: Mokuba no Kiseki","PSP",2012,"Action","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Harukanaru Toki no Naka de 4: Aizouban","PSP",2010,"Role-Playing","Tecmo Koei",0.0,0.0,0.04,0.0,0.04
"Tsurugi no Machi no Ihoujin: Kuro no Kyuuden","PSV",2015,"Role-Playing","Experience Inc.",0.0,0.0,0.04,0.0,0.04
"Paddington: Adventures in London","3DS",2015,"Puzzle","Koch Media",0.0,0.04,0.0,0.0,0.04
"Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden","PSV",2016,"Misc","Tecmo Koei",0.0,0.0,0.04,0.0,0.04
"Song of the Deep","XOne",2016,"Action","Insomniac Games",0.03,0.0,0.0,0.0,0.04
"Kevin Van Dam: Big Bass Challenge","Wii",2010,"Sports","Zoo Games",0.04,0.0,0.0,0.0,0.04
"Monster High: New Ghoul in School","X360",2015,"Action","Little Orbit",0.0,0.04,0.0,0.0,0.04
"Rugby Challenge 3","PS4",2016,"Sports","Alternative Software",0.0,0.03,0.0,0.01,0.04
"Hatsune Miku: Project Diva X","PS4",2016,"Misc","Sega",0.01,0.0,0.02,0.0,0.04
"Bullet Girls 2","PSV",2016,"Action","D3Publisher",0.0,0.0,0.04,0.0,0.04
"Famicom Remix Best Choice","3DS",2015,"Action","Nintendo",0.0,0.0,0.04,0.0,0.04
"100 Classic Games","DS",2011,"Misc","Rondomedia",0.0,0.03,0.0,0.0,0.04
"Tokumei Sentai Go-Busters","DS",2012,"Action","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"The Treasures of Montezuma","DS",2010,"Puzzle","Foreign Media Games",0.02,0.02,0.0,0.0,0.04
"Heathcliff! Frantic Foto","DS",2010,"Misc","Storm City Games",0.04,0.0,0.0,0.0,0.04
"LEGO Jurassic World","PC",2015,"Action","Warner Bros. Interactive Entertainment",0.0,0.04,0.0,0.0,0.04
"Rabbids Land","WiiU",2012,"Misc","Ubisoft",0.02,0.01,0.0,0.0,0.04
"Civilization Beyond Earth: Rising Tide","PC",2015,"Strategy","Take-Two Interactive",0.0,0.04,0.0,0.0,0.04
"Rodea the Sky Soldier","3DS",2015,"Action","Nippon Ichi Software",0.03,0.0,0.0,0.0,0.04
"Hunter x Hunter: Wonder Adventure","PSP",2012,"Action","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Ao no Exorcist: Genkoku no Labyrinth","PSP",2012,"Action","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Don Bradman Cricket 14","XOne",2015,"Sports","Tru Blu Entertainment",0.0,0.04,0.0,0.0,0.04
"Shin Hayarigami","PS3",2014,"Adventure","Nippon Ichi Software",0.0,0.0,0.04,0.0,0.04
"Train Simulator 2016","PC",2015,"Simulation","Unknown",0.0,0.04,0.0,0.0,0.04
"Corpse Party: Blood Covered - Repeated Fear","3DS",2015,"Adventure","5pb",0.0,0.0,0.04,0.0,0.04
"Suzumiya Haruhi no Tsuisou","PSP",2011,"Adventure","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"The Idolm@ster: Must Songs - Red Board / Blue Board","PSV",2015,"Misc","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"DuckTales: Remastered","X360",2013,"Action","Capcom",0.03,0.0,0.0,0.0,0.04
"APB Reloaded","PC",2011,"Role-Playing","Iceberg Interactive",0.02,0.01,0.0,0.0,0.04
"Resident Evil 6","XOne",2016,"Shooter","Capcom",0.03,0.0,0.0,0.0,0.04
"Ar Nosurge: Ode to an Unborn Star","PSV",2014,"Role-Playing","Tecmo Koei",0.0,0.0,0.04,0.0,0.04
"Warriors Orochi 3","XOne",2014,"Action","Tecmo Koei",0.01,0.03,0.0,0.0,0.04
"Monster High: New Ghoul in School","3DS",2015,"Action","Little Orbit",0.0,0.03,0.0,0.0,0.04
"Ragnarok Odyssey","PS3",2014,"Role-Playing","GungHo",0.03,0.01,0.0,0.01,0.04
"Da Capo I & II Plus Situation Portable","PSP",2010,"Adventure","Kadokawa Shoten",0.0,0.0,0.04,0.0,0.04
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki","DS",2010,"Misc","D3Publisher",0.0,0.0,0.04,0.0,0.04
"Monster Hunter Frontier Online: Season 9.0","X360",2010,"Role-Playing","Capcom",0.0,0.0,0.04,0.0,0.04
"Winning Post 8","PSV",2014,"Racing","Tecmo Koei",0.0,0.0,0.04,0.0,0.04
"Rugby World Cup 2015","PSV",2015,"Sports","Ubisoft",0.0,0.03,0.0,0.01,0.04
"Toki no Kizuna: Sekigahara Kitan","PSP",2012,"Action","Idea Factory",0.0,0.0,0.04,0.0,0.04
"Norn9: Norn + Nonette","PSP",2013,"Adventure","Idea Factory",0.0,0.0,0.04,0.0,0.04
"Super Hero Generation","PSV",2014,"Role-Playing","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Trine 2","PC",2011,"Platform","Focus Home Interactive",0.0,0.03,0.0,0.01,0.04
"Doraemon: Shin Nobita no Nihon Tanjou","3DS",2016,"Misc","FuRyu",0.0,0.0,0.04,0.0,0.04
"Worms: Ultimate Mayhem","PC",2011,"Strategy","Unknown",0.0,0.03,0.0,0.0,0.04
"NHL Legacy","PS3",2015,"Action","Electronic Arts",0.03,0.0,0.0,0.01,0.04
"Legasista","PS3",2012,"Role-Playing","Nippon Ichi Software",0.0,0.0,0.04,0.0,0.04
"The Night of the Rabbit","PC",2013,"Adventure","Daedalic Entertainment",0.0,0.03,0.0,0.0,0.04
"NHL 16","PS3",2015,"Sports","Electronic Arts",0.0,0.03,0.0,0.01,0.04
"Destiny: The Collection","XOne",2016,"Shooter","Activision",0.01,0.02,0.0,0.0,0.04
"12-Sai. Koisuru Diary","3DS",2016,"Adventure","Happinet",0.0,0.0,0.04,0.0,0.04
"Castlevania: Lords of Shadow - Reverie","PS3",2011,"Action","Konami Digital Entertainment",0.02,0.01,0.0,0.01,0.04
"Clock Zero: Shuuen no Ichibyou Portable","PSP",2011,"Adventure","Idea Factory",0.0,0.0,0.04,0.0,0.04
"San Goku Shi DS 3","DS",2010,"Strategy","Tecmo Koei",0.0,0.0,0.04,0.0,0.04
"Trick x Logic: Season 2","PSP",2010,"Adventure","Sony Computer Entertainment",0.0,0.0,0.04,0.0,0.04
"Challenge Me: Word Puzzles","DS",2011,"Puzzle","O-Games",0.03,0.0,0.0,0.0,0.04
"Ray Gigant","PSV",2015,"Role-Playing","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Ailu de Puzzle","PSP",2012,"Action","Capcom",0.0,0.0,0.04,0.0,0.04
"Jane's Hotel","DS",2010,"Simulation","Unknown",0.03,0.0,0.0,0.0,0.04
"Espgaluda II Black Label","X360",2010,"Shooter","Cave",0.0,0.0,0.04,0.0,0.04
"The Croods: Prehistoric Party!","3DS",2013,"Misc","D3Publisher",0.01,0.02,0.0,0.0,0.04
"Barbie and Her Sisters Puppy Rescue","3DS",2015,"Action","Namco Bandai Games",0.0,0.03,0.0,0.0,0.04
"Winter Sports 3: The Great Tournament","PS3",2010,"Sports","Tradewest",0.0,0.03,0.0,0.01,0.04
"Alpha Protocol","PC",2010,"Role-Playing","Sega",0.0,0.03,0.0,0.01,0.04
"Penguins of Madagascar","WiiU",2014,"Action","Namco Bandai Games",0.01,0.02,0.0,0.0,0.04
"Nobunaga's Ambition II","3DS",2015,"Strategy","Tecmo Koei",0.0,0.0,0.04,0.0,0.04
"Petz: Catz Playground","DS",2010,"Simulation","Ubisoft",0.03,0.0,0.0,0.0,0.04
"Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice","DS",2010,"Role-Playing","ChunSoft",0.0,0.0,0.04,0.0,0.04
"Sins of a Solar Empire: Trinity","PC",2010,"Strategy","Kalypso Media",0.0,0.03,0.0,0.01,0.04
"Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen","PSP",2010,"Adventure","Yeti",0.0,0.0,0.04,0.0,0.04
"Mahjong 300","DS",2011,"Puzzle","Avanquest",0.0,0.03,0.0,0.0,0.04
"Aegis of Earth: Protonovus Assault","PSV",2016,"Action","PQube",0.02,0.01,0.0,0.01,0.04
"A Game of Thrones: Genesis","PC",2011,"Strategy","Focus Home Interactive",0.0,0.03,0.0,0.01,0.04
"MLB 15: The Show","PSV",2015,"Sports","Sony Computer Entertainment",0.03,0.0,0.0,0.01,0.04
"Assassin's Creed Chronicles: China","PS4",2015,"Action","Ubisoft",0.0,0.03,0.0,0.01,0.04
"The Cursed Crusade","PC",2011,"Action","DTP Entertainment",0.0,0.03,0.0,0.01,0.04
"Greg Hastings Paintball 2","PS3",2010,"Shooter","Majesco Entertainment",0.03,0.0,0.0,0.0,0.04
"Sangoku Koi Senki: Otome no Heihou!","PSP",2012,"Adventure","Prototype",0.0,0.0,0.04,0.0,0.04
"Batman: A Telltale Game Series","PS4",2016,"Adventure","Telltale Games",0.01,0.02,0.0,0.01,0.04
"Hakuouki: Zuisouroku DS","DS",2011,"Adventure","Idea Factory",0.0,0.0,0.04,0.0,0.04
"Might & Magic X: Legacy","PC",2014,"Role-Playing","Ubisoft",0.0,0.03,0.0,0.0,0.04
"Detective Conan: Prelude from the Past","PSP",2012,"Action","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"FabStyle","3DS",2011,"Strategy","Tecmo Koei",0.0,0.0,0.03,0.0,0.03
"Turbo: Super Stunt Squad","DS",2013,"Sports","D3Publisher",0.0,0.03,0.0,0.0,0.03
"Adventure Time: Explore the Dungeon Because I Don't Know!","WiiU",2013,"Action","D3Publisher",0.02,0.01,0.0,0.0,0.03
"Fast & Furious: Showdown","PS3",2013,"Action","Activision",0.0,0.03,0.0,0.0,0.03
"Onechanbara Z Kagura","PS3",2013,"Action","D3Publisher",0.0,0.0,0.03,0.0,0.03
"Marines: Modern Urban Combat","Wii",2010,"Shooter","O-Games",0.03,0.0,0.0,0.0,0.03
"DoraMoji: Nobita no Kanji Daisakusen","3DS",2015,"Misc","Shogakukan",0.0,0.0,0.03,0.0,0.03
"Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin","PS3",2010,"Misc","Unknown",0.0,0.0,0.03,0.0,0.03
"Supreme Ruler: Cold War","PC",2011,"Strategy","Paradox Interactive",0.0,0.03,0.0,0.01,0.03
"Top Gun: Hard Lock","PS3",2012,"Action","505 Games",0.0,0.03,0.0,0.01,0.03
"XBLAZE Code: Embryo","PS3",2013,"Adventure","Arc System Works",0.02,0.0,0.01,0.0,0.03
"The Idolmaster: Gravure For You! Vol. 4","PS3",2012,"Misc","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Apache: Air Assault","PC",2010,"Simulation","Just Flight",0.0,0.03,0.0,0.01,0.03
"Cooking Mama: My Sweets Shop","3DS",2014,"Simulation","Office Create",0.0,0.0,0.03,0.0,0.03
"Even in a Game Listen to Me Girls. I Am Your Father!","PSP",2012,"Action","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Maximum Racing: Drag & Stock Racer","Wii",2010,"Racing","Nordic Games",0.03,0.0,0.0,0.0,0.03
"Resident Evil 4 HD","PS4",2016,"Shooter","Capcom",0.03,0.0,0.0,0.01,0.03
"Tour de France 2014","PS4",2014,"Sports","Focus Home Interactive",0.0,0.03,0.0,0.0,0.03
"Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou","PS3",2012,"Misc","Fields",0.0,0.0,0.03,0.0,0.03
"The Legend of Heroes: Trails in the Sky SC Evolution","PSV",2015,"Role-Playing","Kadokawa Games",0.0,0.0,0.03,0.0,0.03
"SpongeBob: HeroPants","3DS",2015,"Platform","Activision",0.03,0.0,0.0,0.0,0.03
"Suzumiya Haruhi no Tsuisou","PS3",2011,"Adventure","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Mame Goma: Shiro to Kuro no Meikyuu","3DS",2012,"Action","Nippon Ichi Software",0.0,0.0,0.03,0.0,0.03
"Clash of Elementalists","3DS",2013,"Action","Unknown",0.0,0.03,0.0,0.0,0.03
"Deer Drive: Legends","3DS",2012,"Action","Maximum Family Games",0.03,0.0,0.0,0.0,0.03
"Criminal Girls 2","PSV",2015,"Role-Playing","Nippon Ichi Software",0.0,0.0,0.03,0.0,0.03
"Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou","DS",2011,"Role-Playing","Hudson Soft",0.0,0.0,0.03,0.0,0.03
"Diabolik Lovers: Dark Fate","PSV",2015,"Action","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden","PS3",2016,"Misc","Tecmo Koei",0.0,0.0,0.03,0.0,0.03
"Junior Island Adventure","DS",2011,"Puzzle","Unknown",0.03,0.0,0.0,0.0,0.03
"MX vs. ATV Supercross","PS3",2014,"Racing","Nordic Games",0.02,0.01,0.0,0.01,0.03
"Sacra Terra: Angelic Night","PC",2011,"Puzzle","Avanquest",0.01,0.02,0.0,0.01,0.03
"Teenage Mutant Ninja Turtles: Mutants in Manhattan","XOne",2016,"Action","Activision",0.02,0.01,0.0,0.0,0.03
"Romance of the Three Kingdoms (3DS)","3DS",2013,"Strategy","Tecmo Koei",0.0,0.0,0.03,0.0,0.03
"Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita","PS3",2011,"Strategy","Nippon Ichi Software",0.0,0.0,0.03,0.0,0.03
"Game of Thrones (Telltale)","X360",2015,"Adventure","Telltale Games",0.02,0.01,0.0,0.0,0.03
"Mashiro Iro Symphony: *mutsu-no-hana","PSP",2011,"Adventure","Comfort",0.0,0.0,0.03,0.0,0.03
"Dead or Alive Xtreme 3: Venus","PSV",2016,"Sports","Tecmo Koei",0.0,0.0,0.03,0.0,0.03
"Diabolik Lovers: More Blood","PSP",2013,"Adventure","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Detective Conan: Phantom Rhapsody","3DS",2014,"Action","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"K-On! After School Live!! HD Ver.","PS3",2012,"Action","Sega",0.0,0.0,0.03,0.0,0.03
"Young Justice: Legacy","Wii",2013,"Action","Namco Bandai Games",0.0,0.03,0.0,0.0,0.03
"Dream C Club Zero","X360",2011,"Simulation","D3Publisher",0.0,0.0,0.03,0.0,0.03
"Yumi's Odd Odyssey","3DS",2013,"Platform","Agatsuma Entertainment",0.0,0.0,0.03,0.0,0.03
"JoJo's Bizarre Adventure: Eyes of Heaven","PS4",2015,"Fighting","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Angler's Club: Ultimate Bass Fishing 3D","3DS",2011,"Sports","D3Publisher",0.0,0.03,0.0,0.0,0.03
"NASCAR Heat Evolution","PS4",2016,"Racing","Dusenberry Martin Racing",0.03,0.0,0.0,0.01,0.03
"Prince of Persia: The Forgotten Sands","PC",2010,"Action","Ubisoft",0.0,0.03,0.0,0.0,0.03
"Yumeiro Patissiere: My Sweets Cooking","DS",2010,"Simulation","Konami Digital Entertainment",0.0,0.0,0.03,0.0,0.03
"Clannad","PS3",2011,"Adventure","Prototype",0.0,0.0,0.03,0.0,0.03
"Maximum Racing: GP Classic Racing","Wii",2010,"Racing","Nordic Games",0.03,0.0,0.0,0.0,0.03
"Trials Fusion","PC",2014,"Racing","Ubisoft",0.0,0.03,0.0,0.0,0.03
"Rugby League Live 3","PS3",2015,"Action","Tru Blu Entertainment",0.0,0.03,0.0,0.0,0.03
"Ukiyo no Shishi","PS3",2015,"Action","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"The Binding of Isaac","PC",2012,"Action","Unknown",0.0,0.03,0.0,0.0,0.03
"Beastly","Wii",2011,"Misc","Unknown",0.03,0.0,0.0,0.0,0.03
"Tamagotchi no Doki Doki Dream Omisecchi","3DS",2013,"Simulation","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Toushin Toshi","3DS",2014,"Role-Playing","imageepoch Inc.",0.0,0.0,0.03,0.0,0.03
"SBK 2011: FIM Superbike World Championship","PC",2011,"Racing","Black Bean Games",0.0,0.03,0.0,0.01,0.03
"House M.D.","DS",2010,"Adventure","Mindscape",0.02,0.01,0.0,0.0,0.03
"YoKai Watch Dance: Just Dance Special Version","WiiU",2015,"Misc","Level 5",0.0,0.0,0.03,0.0,0.03
