URL,SPECIAL CHAR IN URL,CHARSET,SERVER,CONTENT_LENGTH,ACCEPT_EN,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
B0_2054,12:49,iso-8859-1,Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4,506,1,None,None,,,22,19,7,1476,22,18,1344,1476,22,0,0
B0_2078,9:49,UTF-8,Apache-Coyote/1.1,,1,US,ca,14/5/1999 0:00,28/6/2016 0:00,18,15,2,2736,18,13,4846,2736,18,0,0
B0_2107,9:49,utf-8,Apache,5005,1,US,CA,20/9/1995 0:00,21/3/2017 0:00,3,3,1,366,3,5,306,366,3,0,0
B0_2110,10:49,UTF-8,nginx/1.6.2,,1,CN,hunansheng,30/8/2004 0:00,8/3/2017 0:00,9,5,6,738,9,15,1064,738,9,0,0
B0_2113,7:49,ISO-8859-1,Apache,2367,1,US,Pennsylvania,30/1/2003 0:00,31/1/2016 0:00,6,3,3,552,6,7,436,552,6,0,0
B0_2262,9:49,utf-8,ATS,,1,US,CA,22/11/2003 0:00,1/5/2014 0:00,5,4,2,486,5,6,480,486,5,0,0
B0_2265,9:49,UTF-8,cloudflare-nginx,,1,US,WA,22/11/2000 0:00,28/9/2016 0:00,3,3,1,366,3,4,244,366,3,0,0
B0_2280,9:49,ISO-8859-1,Play,2119,1,US,CA,2/11/2002 0:00,2/2/2017 0:00,2,2,1,276,2,3,184,276,2,0,0
B0_2317,9:49,ISO-8859-1,Apache,128,1,US,MA,6/11/2001 1:42,11/3/2017 15:28,5,4,3,474,5,8,490,474,5,0,0
B0_333,11:49,UTF-8,mw2185.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,31,24,8,4739,37,37,18554,5195,37,6,0
B0_341,9:49,ISO-8859-1,nginx,162,1,US,TX,11/11/1999 0:00,16/4/2016 0:00,19,6,9,1720,25,27,2880,2138,25,6,0
B0_365,10:49,utf-8,Apache,66441,1,US,MO,20/5/1996 0:00,24/10/2016 0:00,14,1,3,1567,18,20,6818,1859,18,4,0
B0_524,12:49,utf-8,ATS,640,1,US,CA,18/1/1995 0:00,26/8/2015 0:00,32,16,6,4464,40,39,39561,5064,40,8,0
B0_609,9:49,utf-8,Apache,44393,1,CA,ON,9/12/2003 0:00,22/10/2016 0:00,8,0,5,516,8,2,124,516,8,0,0
B0_637,10:49,utf-8,Apache/2.2.15 (Red Hat),6881,1,US,NY,26/7/1990 0:00,21/7/2016 0:00,26,0,7,2270,30,24,10000,2562,30,4,0
B0_648,10:49,UTF-8,Server,,1,US,NV,1/11/1994 0:00,30/4/2014 0:00,51,46,3,5413,57,61,64860,5841,57,6,0
B0_663,10:49,ISO-8859-1,nginx,1505,1,US,Ohio,8/1/2004 0:00,3/1/2017 0:00,43,11,15,5371,49,46,16215,5845,49,6,0
B0_729,11:49,ISO-8859-1,Apache,1368,1,None,None,,,0,0,0,0,0,2,124,0,0,0,0
B0_838,10:49,ISO-8859-1,Apache,,1,AU,Queensland,22/3/2006 0:00,22/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_896,10:49,UTF-8,nginx,,1,US,FL,26/7/2003 0:00,22/4/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_923,9:49,ISO-8859-1,None,,2,US,CA,29/3/1997 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_95,10:49,iso-8859-1,Apache,236,2,US,UT,16/5/1995 0:00,21/10/2016 0:00,21,7,2,2681,27,26,21979,3159,27,6,0
B0_974,9:49,UTF-8,Apache/2.2.15 (CentOS),101,1,AU,NSW,19/8/2004 0:00,5/7/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_105,13:50,UTF-8,Apache,,1,CZ,PRAHA,7/10/2006 0:00,7/3/2017 0:00,47,0,1,3386,51,53,66317,3696,51,4,1
M0_147,11:50,UTF-8,nginx,640,1,None,None,,,20,1,4,2330,28,24,3609,2912,28,8,1
M0_88,11:50,ISO-8859-1,nginx/1.12.0,1108,1,UA,NONE,26/4/2004 0:00,27/4/2017 0:00,7,0,2,746,9,11,2189,904,9,2,1
B0_1026,12:50,ISO-8859-1,None,1819,1,US,CA,2/11/2002 0:00,2/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1088,9:50,utf-8,Apache,43996,1,CA,ON,9/12/2003 0:00,22/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1370,10:50,ISO-8859-1,Apache,13076,1,US,IL,9/3/2006 0:00,23/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1423,10:50,UTF-8,Apache,6953,1,CA,Ontario,23/7/2011 0:00,7/12/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_199,10:50,utf-8,ATS,,1,US,CA,22/11/2003 0:00,1/5/2014 0:00,64,49,12,7487,74,84,75625,8219,74,10,0
B0_2132,9:50,utf-8,Server,,1,US,CA,9/12/2002 0:00,2/5/2014 0:00,5,3,3,498,5,6,372,498,5,0,0
B0_2180,9:50,ISO-8859-1,Microsoft-IIS/7.5,3071,1,US,FL,2/4/1999 0:00,6/5/2016 0:00,8,6,4,696,8,10,636,696,8,0,0
B0_371,10:50,iso-8859-1,nginx,243,1,US,Wisconsin,21/5/2007 21:12,27/3/2014 15:06,13,8,2,2382,17,20,7775,2682,17,4,0
B0_379,10:50,ISO-8859-1,Apache/2.4.10 (Unix) OpenSSL/1.0.1k,,1,None,None,,,94,3,8,6904,98,103,197501,7208,98,4,0
B0_402,11:50,ISO-8859-1,None,1819,1,US,CA,2/11/2002 0:00,2/2/2017 0:00,33,27,5,5203,41,44,13097,5803,41,8,0
B0_410,10:50,utf-8,nginx,,1,US,NY,4/10/1996 0:00,17/1/2017 0:00,80,3,5,8291,88,93,135375,8889,88,8,0
B0_419,11:50,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,CA,1/5/1996 0:00,25/3/2017 0:00,25,1,6,2829,29,28,23089,3131,29,4,0
B0_429,11:50,ISO-8859-1,Apache,2797,1,None,None,,,35,0,4,2949,39,43,43296,3263,39,4,0
B0_443,12:50,ISO-8859-1,Apache/Not telling (Unix) AuthTDS/1.1,,1,US,NY,31/1/1995 5:00,4/12/2014 17:41,17,0,5,1570,21,21,6049,1842,21,4,0
B0_492,11:50,UTF-8,mw2255.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,34,25,9,3787,42,42,33677,4365,42,8,0
B0_521,9:50,ISO-8859-1,None,1189,1,None,None,22/2/2007 0:00,22/2/2016 0:00,22,4,12,1960,28,23,2807,2420,28,6,0
B0_537,9:50,UTF-8,nginx,24971,1,US,CA,6/12/1994 0:00,3/11/2015 0:00,7,0,2,995,11,12,1507,1287,11,4,0
B0_564,10:50,ISO-8859-1,None,413,1,None,None,,,10,0,4,926,14,13,1788,1266,14,4,0
B0_610,9:50,utf-8,Microsoft-IIS/7.5,5316,1,US,FL,2/1/2003 0:00,1/1/2017 0:00,57,4,6,6820,59,61,79053,6966,59,2,0
B0_682,11:50,UTF-8,Apache,435494,1,None,None,,,226,6,6,15162,228,284,383760,15314,228,2,0
B0_708,14:50,iso-8859-1,None,,1,US,CA,9/1/1998 0:00,4/1/2017 0:00,20,2,5,1849,26,22,26589,2279,26,6,0
B0_789,9:50,us-ascii,Microsoft-IIS/7.5,324,1,US,California,26/9/2003 0:00,17/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_797,11:50,ISO-8859-1,Microsoft-IIS/7.5,1208,1,US,WA,13/9/2000 0:00,29/8/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_843,9:50,ISO-8859-1,nginx/1.10.3,1149,1,US,UTAH,6/10/1999 0:00,13/12/2008 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_861,10:50,UTF-8,nginx,,1,US,CA,11/6/2003 0:00,18/10/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_898,10:50,UTF-8,Apache/2.2.15 (CentOS),1970,1,US,IL,30/12/1996 0:00,30/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_907,10:50,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,FL,14/9/1995 0:00,12/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_975,9:50,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,NJ,27/2/1998 5:00,17/12/2012 21:45,0,0,0,0,0,0,0,0,0,0,0
M0_100,14:51,UTF-8,Apache,,1,CZ,PRAHA,7/10/2006 0:00,7/3/2017 0:00,46,0,1,3321,48,49,66184,3473,48,2,1
M0_119,14:51,ISO-8859-1,cloudflare-nginx,,1,US,WA,11/1/1999 0:00,4/4/2017 0:00,14,4,6,888,14,6,376,888,14,0,1
B0_1027,10:51,ISO-8859-1,DOSarrest,,1,KY,GRAND CAYMAN,4/1/2007 0:00,7/12/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1160,10:51,us-ascii,Microsoft-IIS/7.5,324,1,None,None,26/9/2003 0:00,17/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1186,10:51,UTF-8,Apache/2.2.32,,1,US,PA,4/11/2004 22:27,21/9/2016 15:14,0,0,0,0,0,0,0,0,0,0,0
B0_1346,8:51,UTF-8,Apache/2.4.6 (CentOS),25866,1,US,CA,25/1/1995 0:00,5/12/2013 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1362,10:51,ISO-8859-1,nginx,6130,1,US,Utr,21/1/2007 22:31,23/12/2016 4:58,0,0,0,0,0,0,0,0,0,0,0
B0_1391,9:51,ISO-8859-1,None,,1,US,CA,29/3/1997 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_150,10:51,iso-8859-1,Apache/2.2.11 (Unix) PHP/5.2.6,231,1,CN,beijingshi,7/3/2000 0:00,27/3/2017 0:00,7,1,2,769,9,10,1298,909,9,2,0
B0_2046,9:51,utf-8,Scratch Web Server,10333,1,None,None,,,7,3,2,582,7,5,306,582,7,0,0
B0_2147,10:51,utf-8,Apache,9890,1,None,None,,,9,6,7,762,9,10,640,762,9,0,0
B0_2186,9:51,ISO-8859-1,None,6748,1,US,California,28/11/1999 0:00,9/9/2013 0:00,17,8,6,1278,17,10,634,1278,17,0,0
B0_2212,12:51,ISO-8859-1,None,1819,1,US,CA,2/11/2002 0:00,2/2/2017 0:00,28,13,12,1872,28,19,1323,1872,28,0,0
B0_2227,8:51,ISO-8859-1,nginx,162,1,US,Washington,13/1/2005 0:00,14/1/2016 0:00,4,2,3,396,4,3,184,396,4,0,0
B0_2279,10:51,us-ascii,Microsoft-HTTPAPI/2.0,324,1,None,None,,,5,3,2,498,5,4,244,498,5,0,0
B0_267,11:51,us-ascii,Microsoft-HTTPAPI/2.0,324,1,None,None,22/2/2001 0:00,8/4/2017 0:00,22,6,8,1651,24,17,1388,1787,24,2,0
B0_347,10:51,utf-8,cloudflare-nginx,,1,US,CO,28/9/1996 0:00,26/9/2016 0:00,39,3,8,3637,45,37,44294,4127,45,6,0
B0_377,11:51,utf-8,nginx/1.4.6 (Ubuntu),58090,1,US,CA,20/11/2007 0:00,13/5/2016 0:00,2,0,1,132,2,2,124,132,2,0,0
B0_435,10:51,UTF-8,nginx,,1,US,CA,12/12/2003 0:00,18/10/2016 0:00,35,22,11,4677,41,33,14310,5093,41,6,0
B0_479,11:51,UTF-8,None,,1,US,WA,1/6/2001 0:00,17/5/2016 0:00,28,16,12,3227,32,31,12120,3507,32,4,0
B0_780,9:51,utf-8,None,15302,1,US,Arizona,4/5/2001 0:00,9/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_787,11:51,iso-8859-1,Apache,239,1,US,UT,16/5/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_814,9:51,ISO-8859-1,None,,1,US,CA,29/3/1997 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_837,8:51,ISO-8859-1,Apache,57,1,US,VA,9/9/2002 0:00,29/8/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_938,11:51,ISO-8859-1,Apache,557,1,US,Arizona,15/2/2000 0:00,10/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_104,14:52,UTF-8,Apache,,1,CZ,PRAHA,7/10/2006 0:00,7/3/2017 0:00,41,0,1,2992,43,44,65646,3144,43,2,1
M0_161,12:52,UTF-8,marrakesh 1.12.2,13650,1,BR,None,,,16,1,5,1609,22,20,2655,2119,22,6,1
M0_58,14:52,None,Apache/2.4.6 (CentOS),,1,CN,Bei Jing,1/3/2005 0:00,7/9/2016 0:00,14,1,8,1151,18,15,1211,1445,18,4,1
B0_1007,9:52,ISO-8859-1,None,,1,US,CA,29/3/1997 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1022,12:52,ISO-8859-1,nginx/1.10.3,,1,US,VA,21/2/1992 0:00,22/8/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1076,10:52,utf-8,nginx/0.8.35,17302,1,US,CA,15/10/2005 0:00,13/9/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1080,10:52,UTF-8,Apache/2.2.15 (Red Hat),5315,1,US,CA,1/6/1996 0:00,2/4/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1115,10:52,ISO-8859-1,nginx,1516,1,US,Ohio,8/1/2004 0:00,3/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1166,11:52,UTF-8,mw2182.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0,0
B0_1191,12:52,UTF-8,LiteSpeed,,1,PA,PANAMA,5/3/2005 0:00,14/12/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1293,10:52,UTF-8,Apache,,1,US,CA,14/4/1998 0:00,14/4/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1304,10:52,ISO-8859-1,squid/3.3.8,3529,1,US,CA,2/6/1994 0:00,6/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1307,12:52,UTF-8,None,,1,US,CA,9/1/1998 0:00,4/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_181,11:52,UTF-8,Apache,8105,1,CH,ZH,19/2/1997 0:00,15/12/2015 0:00,13,0,3,1428,17,11,1504,1712,17,4,0
B0_2014,10:52,ISO-8859-1,Apache/2.2.27 (CentOS),1235,1,US,NY,31/5/1995 0:00,18/11/2013 0:00,4,3,2,432,4,6,376,432,4,0,0
B0_2032,9:52,ISO-8859-1,Microsoft-IIS/7.5,11,1,US,WA,13/9/2000 0:00,29/8/2016 0:00,6,3,3,564,6,7,442,564,6,0,0
B0_2109,10:52,UTF-8,Apache-Coyote/1.1,,1,US,NJ,2/3/1995 0:00,30/6/2016 0:00,5,3,3,486,5,7,436,486,5,0,0
B0_211,9:52,UTF-8,nginx/1.8.1,9662,1,None,None,18/1/2008 0:00,5/1/2017 0:00,22,8,7,1628,26,25,14894,1944,26,4,0
B0_2198,9:52,utf-8,Apache,44313,1,CA,ON,9/12/2003 0:00,22/10/2016 0:00,4,4,1,420,4,5,414,420,4,0,0
B0_2232,10:52,us-ascii,None,257,1,US,WA,22/3/1999 0:00,15/7/2016 0:00,4,3,2,420,4,7,424,420,4,0,0
B0_2316,11:52,UTF-8,cloudflare-nginx,,1,None,None,,,3,3,1,366,3,4,244,366,3,0,0
B0_261,11:52,UTF-8,Apache/2.4.7 (Ubuntu),,1,None,None,27/5/1998 0:00,25/4/2017 0:00,60,4,5,4466,62,63,95122,4602,62,2,0
B0_319,9:52,UTF-8,cloudflare-nginx,,1,CA,ON,17/9/1998 0:00,10/11/2016 0:00,10,2,6,1197,14,17,1374,1503,14,4,0
B0_325,10:52,utf-8,Apache,17167,1,None,None,7/5/1998 0:00,16/9/2016 0:00,10,1,4,1257,14,15,1919,1555,14,4,0
B0_401,10:52,UTF-8,Server,,1,US,NV,1/11/1994 0:00,30/4/2014 0:00,51,35,10,5314,57,62,51761,5742,57,6,0
B0_420,8:52,utf-8,nginx/1.10.0,,1,None,None,5/11/2003 0:00,6/11/2016 0:00,25,4,7,1682,29,30,25579,1986,29,4,0
B0_634,11:52,UTF-8,nginx/1.12.0,,1,None,None,,,21,0,8,2221,25,26,3809,2513,25,4,0
B0_670,11:52,None,Microsoft-IIS/8.5,0,1,US,NJ,23/10/1994 0:00,1/11/2016 0:00,19,0,4,1538,23,8,1121,1852,23,4,0
B0_696,11:52,ISO-8859-1,Nginx (OpenBSD),14863,1,HK,none,24/5/2010 0:00,25/7/2016 0:00,16,2,3,1364,18,23,16978,1502,18,2,0
B0_741,10:52,us-ascii,None,257,1,US,WA,22/3/1999 0:00,15/7/2016 0:00,29,25,1,4765,37,34,17280,5381,37,8,0
B0_880,10:52,ISO-8859-1,Apache,5443,1,CA,Quebec,14/10/2007 12:24,1/9/2016 14:20,0,0,0,0,0,0,0,0,0,0,0
B0_89,9:52,utf-8,Zope/(2.13.16; python 2.6.8; linux2) ZServer/1.1,28239,1,None,None,,,51,1,10,4049,55,58,61312,4361,55,4,0
B0_908,8:52,utf-8,nginx,,1,AU,QLD,25/11/2016 0:00,15/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_909,10:52,UTF-8,nginx,,1,CA,Manitoba,30/9/2002 0:00,24/9/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_954,11:52,utf-8,ATS,,1,US,CA,18/1/1995 0:00,26/8/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_956,11:52,UTF-8,GSE,9801,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_80,12:53,ISO-8859-1,nginx/1.12.0,242,1,US,ALABAMA,9/2/2007 0:00,9/2/2017 0:00,8,0,1,1156,10,10,2638,1316,10,2,1
B0_1012,11:53,ISO-8859-1,None,,1,US,CA,29/3/1997 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1091,10:53,UTF-8,nginx,,1,US,CO,10/2/1999 0:00,6/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1247,8:53,utf-8,None,11158,1,US,PA,7/8/1995 0:00,27/3/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1264,10:53,UTF-8,nginx/1.11.10,,1,CA,Quebec,21/5/1997 0:00,26/7/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1325,12:53,UTF-8,None,,1,US,CA,9/1/1998 0:00,4/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1336,11:53,utf-8,nginx/1.10.1,,1,None,None,,,0,0,0,0,0,0,0,0,0,0,0
B0_2048,10:53,ISO-8859-1,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 PHP/5.4.26,22897,1,None,None,10/1/2006 0:00,11/11/2014 0:00,9,5,7,762,9,10,640,762,9,0,0
B0_2119,11:53,UTF-8,Apache/2.2.31 (Amazon),8466,1,US,NH,31/8/2004 0:00,1/6/2016 0:00,26,8,11,1668,26,13,894,1668,26,0,0
B0_2131,10:53,UTF-8,nginx/1.11.10,,1,CA,Quebec,21/5/1997 0:00,26/7/2016 0:00,7,6,2,798,7,8,492,798,7,0,0
B0_2268,9:53,UTF-8,Apache/2.2.21 (Unix) mod_ssl/2.2.21 OpenSSL/0.9.8e-fips-rhel5 PHP/5.3.10,2023,1,US,GA,5/12/2005 0:00,22/4/2015 0:00,12,3,3,960,12,16,1024,960,12,0,0
B0_294,7:53,iso-8859-1,ATS/5.3.0,,1,CA,ON,27/5/2002 0:00,28/4/2017 0:00,12,6,7,1017,18,17,1563,1503,18,6,0
B0_472,12:53,iso-8859-1,Apache,211,1,None,None,5/5/2001 0:00,28/1/2015 0:00,15,2,5,1944,21,21,2698,2416,21,6,0
B0_556,12:53,ISO-8859-1,Apache,359174,1,CA,ON,1/12/1996 5:00,30/11/2016 10:30,15,4,3,2232,19,22,3283,2532,19,4,0
B0_827,9:53,us-ascii,Microsoft-HTTPAPI/2.0,324,1,None,None,,,0,0,0,0,0,0,0,0,0,0,0
B0_862,10:53,us-ascii,Microsoft-HTTPAPI/2.0,324,1,United Kingdom,None,,,0,0,0,0,0,0,0,0,0,0,0
B0_91,11:53,ISO-8859-1,cloudflare-nginx,,1,None,None,1/3/2008 0:00,17/4/2015 0:00,16,3,8,1277,20,19,2663,1559,20,4,0
B0_951,12:53,UTF-8,None,,1,US,WA,1/6/2001 0:00,17/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_977,9:53,UTF-8,nginx,20309,1,US,CA,6/12/1994 0:00,3/11/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_41,11:54,iso-8859-1,Apache,228,1,US,Arizona,16/2/2005 0:00,24/2/2016 0:00,5,0,2,582,9,9,1097,882,9,4,1
M0_87,11:54,ISO-8859-1,Apache/2,17140,1,US,CA,17/12/2005 0:00,18/11/2015 0:00,29,1,7,4558,31,37,26259,4724,31,2,1
B0_1002,11:54,ISO-8859-1,Microsoft-IIS/7.5,7849,1,US,PA,7/8/1995 0:00,27/3/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1059,12:54,UTF-8,cloudflare-nginx,,1,None,None,,,0,0,0,0,0,0,0,0,0,0,0
B0_1129,9:54,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,341,1,US,MI,15/11/1998 0:00,23/12/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1149,12:54,ISO-8859-1,Apache/2.2.27 (Unix) OpenAM Web Agent/4.0.1-1 mod_ssl/2.2.27 OpenSSL/1.0.1p PHP/5.3.28,2503,1,None,None,,,0,0,0,0,0,0,0,0,0,0,0
B0_1188,9:54,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,FL,2/10/2002 0:00,14/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1200,12:54,ISO-8859-1,Apache/2.2.15 (Red Hat),,1,None,None,,,0,0,0,0,0,0,0,0,0,0,0
B0_1301,8:54,ISO-8859-1,Microsoft-IIS/7.5,11,1,US,WA,13/9/2000 0:00,29/8/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1315,11:54,utf-8,ATS,,1,US,CA,18/1/1995 0:00,26/8/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_174,9:54,ISO-8859-1,Apache/2.2.32,3020,1,CA,ON,6/3/1998 0:00,30/3/2017 0:00,34,7,6,2881,38,33,39646,3219,38,4,0
B0_2007,12:54,UTF-8,nginx/1.10.3,,1,US,VA,21/2/1992 0:00,22/8/2016 0:00,5,5,2,474,5,8,535,474,5,0,0
B0_2045,12:54,UTF-8,mw2104.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,11,7,2,1166,11,7,426,1166,11,0,0
B0_2133,10:54,UTF-8,Apache-Coyote/1.1,,1,CN,Zhejiang,15/4/1999 0:00,20/6/2012 0:00,3,3,1,366,3,3,182,366,3,0,0
B0_2207,12:54,ISO-8859-1,Apache/2.2.15 (Red Hat),,1,None,None,,,12,9,6,900,12,10,696,900,12,0,0
B0_230,10:54,ISO-8859-1,cloudflare-nginx,18952,1,US,CA,29/9/2005 0:00,5/5/2016 0:00,1194,12,8,99843,1198,1284,2060012,100151,1198,4,0
B0_247,9:54,ISO-8859-1,None,,1,US,CA,29/3/1997 0:00,29/11/2016 0:00,58,39,7,5998,64,48,43787,6438,64,6,0
B0_320,10:54,utf-8,Server,,1,US,CA,9/12/2002 0:00,2/5/2014 0:00,37,0,5,7178,43,41,20954,7644,43,6,0
B0_370,10:54,ISO-8859-1,Apache,5438,1,US,TX,17/7/2000 0:00,3/3/2017 0:00,40,9,9,4562,44,44,49870,4884,44,4,0
B0_387,12:54,ISO-8859-1,Apache/2.2.15 (Red Hat),,1,None,None,,,29,0,2,2903,37,37,30772,3525,37,8,0
B0_4,9:54,UTF-8,Apache,193,1,US,WA,27/6/2015 0:00,18/4/2016 0:00,4,1,3,280,6,7,542,422,6,2,0
B0_478,9:54,us-ascii,Microsoft-HTTPAPI/2.0,324,1,None,None,19/2/2005 0:00,20/2/2017 0:00,34,2,5,5325,40,44,86136,5785,40,6,0
B0_48,11:54,UTF-8,Apache,26,1,US,FL,7/11/1996 0:00,25/8/2015 0:00,20,11,6,3025,26,25,9200,3479,26,6,0
B0_594,10:54,UTF-8,nginx/1.4.6 (Ubuntu),,1,US,CA,14/12/1995 5:00,6/12/2016 21:52,12,7,1,2036,16,17,7035,2320,16,4,0
B0_665,10:54,UTF-8,mw2230.codfw.wmnet,20518,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,43,38,5,5591,51,56,46553,6231,51,8,0
B0_750,12:54,utf-8,None,1682,1,US,FL,6/11/1998 0:00,5/9/2014 0:00,12,1,5,1404,16,17,1587,1700,16,4,0
B0_799,11:54,UTF-8,Apache/2.4.25 (cPanel) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,9208,1,AU,NSW,29/9/2000 0:00,18/11/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_858,12:54,us-ascii,Microsoft-HTTPAPI/2.0,324,1,None,None,18/10/2000 0:00,16/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_968,11:54,iso-8859-1,cloudflare-nginx,,1,US,MA,21/8/1998 0:00,3/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_102,12:55,UTF-8,Apache,,1,CZ,PRAHA,7/10/2006 0:00,7/3/2017 0:00,52,0,1,3721,54,57,66445,3873,54,2,1
M0_84,12:55,ISO-8859-1,Apache/2.2.31 (CentOS),,1,PA,PANAMA,19/7/2004 0:00,6/7/2016 0:00,26,12,3,3229,34,32,16895,3837,34,8,1
B0_1039,10:55,ISO-8859-1,Apache,14953,1,US,NY,30/12/2002 0:00,9/4/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1047,9:55,UTF-8,Apache,2080,1,US,CA,11/9/1997 4:00,9/12/2015 14:43,0,0,0,0,0,0,0,0,0,0,0
B0_1126,12:55,utf-8,Apache/2.4.7 (Ubuntu),,1,US,Illinois,15/9/2003 0:00,16/9/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1146,10:55,UTF-8,nginx,12275,1,US,MA,15/9/1997 0:00,15/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1168,11:55,ISO-8859-1,.V01 Apache,,1,US,CA,21/5/1998 0:00,16/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1187,10:55,UTF-8,Apache,,1,US,FL,4/1/1997 0:00,30/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1339,12:55,utf-8,ATS,,1,US,CA,18/1/1995 0:00,26/8/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1354,9:55,UTF-8,cloudflare-nginx,,1,SI,Not Applicable,25/7/2003 18:21,6/12/2015 17:05,0,0,0,0,0,0,0,0,0,0,0
B0_1368,10:55,UTF-8,mw2164.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0,0
