"URL","CHARSET","SERVER","WHOIS_COUNTRY","WHOIS_STATEPRO","WHOIS_REGDATE","WHOIS_UPDATED_DATE","TCP_CONVERSATION_EXCHANGE","DIST_REMOTE_TCP_PORT","REMOTE_IPS","APP_BYTES","SOURCE_APP_BYTES","DNS_QUERY_TIMES","Type","NUMBER SPECIAL CHAR","TOTAL URL LENGTH"
"B0_2262","UTF-8","ATS","US","CA","22/11/2003 0:00","1/5/2014 0:00",5,4,2,486,480,0,"benign",9,49
"B0_2265","UTF-8","CLOUDFLARE-NGINX","US","WA","22/11/2000 0:00","28/9/2016 0:00",3,3,1,366,244,0,"benign",9,49
"B0_2280","ISO-8859-1","PLAY","US","CA","2/11/2002 0:00","2/2/2017 0:00",2,2,1,276,184,0,"benign",9,49
"B0_2317","ISO-8859-1","APACHE","US","MA","6/11/2001 1:42","11/3/2017 15:28",5,4,3,474,490,0,"benign",9,49
"B0_333","UTF-8","MW2185.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",31,24,8,4739,18554,6,"benign",11,49
"B0_341","ISO-8859-1","NGINX","US","TX","11/11/1999 0:00","16/4/2016 0:00",19,6,9,1720,2880,6,"benign",9,49
"B0_365","UTF-8","APACHE","US","MO","20/5/1996 0:00","24/10/2016 0:00",14,1,3,1567,6818,4,"benign",10,49
"B0_524","UTF-8","ATS","US","CA","18/1/1995 0:00","26/8/2015 0:00",32,16,6,4464,39561,8,"benign",12,49
"B0_609","UTF-8","APACHE","CA","ON","9/12/2003 0:00","22/10/2016 0:00",8,0,5,516,124,0,"benign",9,49
"B0_637","UTF-8","APACHE/2.2.15 (RED HAT)","US","NY","26/7/1990 0:00","21/7/2016 0:00",26,0,7,2270,10000,4,"benign",10,49
"B0_648","UTF-8","SERVER","US","NV","1/11/1994 0:00","30/4/2014 0:00",51,46,3,5413,64860,6,"benign",10,49
"B0_663","ISO-8859-1","NGINX","US","Ohio","8/1/2004 0:00","3/1/2017 0:00",43,11,15,5371,16215,6,"benign",10,49
"B0_729","ISO-8859-1","APACHE","None","None",,,0,0,0,0,124,0,"benign",11,49
"B0_838","ISO-8859-1","APACHE","AU","Queensland","22/3/2006 0:00","22/3/2017 0:00",0,0,0,0,0,0,"benign",10,49
"B0_896","UTF-8","NGINX","US","FL","26/7/2003 0:00","22/4/2016 0:00",0,0,0,0,0,0,"benign",10,49
"B0_923","ISO-8859-1","NONE","US","CA","29/3/1997 0:00","29/11/2016 0:00",0,0,0,0,0,0,"benign",9,49
"B0_95","ISO-8859-1","APACHE","US","UT","16/5/1995 0:00","21/10/2016 0:00",21,7,2,2681,21979,6,"benign",10,49
"B0_974","UTF-8","APACHE/2.2.15 (CENTOS)","AU","NSW","19/8/2004 0:00","5/7/2016 0:00",0,0,0,0,0,0,"benign",9,49
"M0_105","UTF-8","APACHE","CZ","PRAHA","7/10/2006 0:00","7/3/2017 0:00",47,0,1,3386,66317,4,"malicious",13,50
"M0_147","UTF-8","NGINX","None","None",,,20,1,4,2330,3609,8,"malicious",11,50
"M0_88","ISO-8859-1","NGINX/1.12.0","UA","NONE","26/4/2004 0:00","27/4/2017 0:00",7,0,2,746,2189,2,"malicious",11,50
"B0_1026","ISO-8859-1","NONE","US","CA","2/11/2002 0:00","2/2/2017 0:00",0,0,0,0,0,0,"benign",12,50
"B0_1088","UTF-8","APACHE","CA","ON","9/12/2003 0:00","22/10/2016 0:00",0,0,0,0,0,0,"benign",9,50
"B0_1370","ISO-8859-1","APACHE","US","IL","9/3/2006 0:00","23/2/2017 0:00",0,0,0,0,0,0,"benign",10,50
"B0_1423","UTF-8","APACHE","CA","Ontario","23/7/2011 0:00","7/12/2015 0:00",0,0,0,0,0,0,"benign",10,50
"B0_199","UTF-8","ATS","US","CA","22/11/2003 0:00","1/5/2014 0:00",64,49,12,7487,75625,10,"benign",10,50
"B0_2132","UTF-8","SERVER","US","CA","9/12/2002 0:00","2/5/2014 0:00",5,3,3,498,372,0,"benign",9,50
"B0_2180","ISO-8859-1","MICROSOFT-IIS/7.5","US","FL","2/4/1999 0:00","6/5/2016 0:00",8,6,4,696,636,0,"benign",9,50
"B0_371","ISO-8859-1","NGINX","US","Wisconsin","21/5/2007 21:12","27/3/2014 15:06",13,8,2,2382,7775,4,"benign",10,50
"B0_379","ISO-8859-1","APACHE/2.4.10 (UNIX) OPENSSL/1.0.1K","None","None",,,94,3,8,6904,197501,4,"benign",10,50
"B0_402","ISO-8859-1","NONE","US","CA","2/11/2002 0:00","2/2/2017 0:00",33,27,5,5203,13097,8,"benign",11,50
"B0_410","UTF-8","NGINX","US","NY","4/10/1996 0:00","17/1/2017 0:00",80,3,5,8291,135375,8,"benign",10,50
"B0_419","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","CA","1/5/1996 0:00","25/3/2017 0:00",25,1,6,2829,23089,4,"benign",11,50
"B0_429","ISO-8859-1","APACHE","None","None",,,35,0,4,2949,43296,4,"benign",11,50
"B0_443","ISO-8859-1","APACHE/NOT TELLING (UNIX) AUTHTDS/1.1","US","NY","31/1/1995 5:00","4/12/2014 17:41",17,0,5,1570,6049,4,"benign",12,50
"B0_492","UTF-8","MW2255.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",34,25,9,3787,33677,8,"benign",11,50
"B0_521","ISO-8859-1","NONE","None","None","22/2/2007 0:00","22/2/2016 0:00",22,4,12,1960,2807,6,"benign",9,50
"B0_537","UTF-8","NGINX","US","CA","6/12/1994 0:00","3/11/2015 0:00",7,0,2,995,1507,4,"benign",9,50
"B0_564","ISO-8859-1","NONE","None","None",,,10,0,4,926,1788,4,"benign",10,50
"B0_610","UTF-8","MICROSOFT-IIS/7.5","US","FL","2/1/2003 0:00","1/1/2017 0:00",57,4,6,6820,79053,2,"benign",9,50
"B0_682","UTF-8","APACHE","None","None",,,226,6,6,15162,383760,2,"benign",11,50
"B0_708","ISO-8859-1","NONE","US","CA","9/1/1998 0:00","4/1/2017 0:00",20,2,5,1849,26589,6,"benign",14,50
"B0_789","US-ASCII","MICROSOFT-IIS/7.5","US","California","26/9/2003 0:00","17/6/2016 0:00",0,0,0,0,0,0,"benign",9,50
"B0_797","ISO-8859-1","MICROSOFT-IIS/7.5","US","WA","13/9/2000 0:00","29/8/2016 0:00",0,0,0,0,0,0,"benign",11,50
"B0_843","ISO-8859-1","NGINX/1.10.3","US","UTAH","6/10/1999 0:00","13/12/2008 0:00",0,0,0,0,0,0,"benign",9,50
"B0_861","UTF-8","NGINX","US","CA","11/6/2003 0:00","18/10/2014 0:00",0,0,0,0,0,0,"benign",10,50
"B0_898","UTF-8","APACHE/2.2.15 (CENTOS)","US","IL","30/12/1996 0:00","30/10/2016 0:00",0,0,0,0,0,0,"benign",10,50
"B0_907","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","FL","14/9/1995 0:00","12/5/2016 0:00",0,0,0,0,0,0,"benign",10,50
"B0_975","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","NJ","27/2/1998 5:00","17/12/2012 21:45",0,0,0,0,0,0,"benign",9,50
"M0_100","UTF-8","APACHE","CZ","PRAHA","7/10/2006 0:00","7/3/2017 0:00",46,0,1,3321,66184,2,"malicious",14,51
"M0_119","ISO-8859-1","CLOUDFLARE-NGINX","US","WA","11/1/1999 0:00","4/4/2017 0:00",14,4,6,888,376,0,"malicious",14,51
"B0_1027","ISO-8859-1","DOSARREST","KY","GRAND CAYMAN","4/1/2007 0:00","7/12/2016 0:00",0,0,0,0,0,0,"benign",10,51
"B0_1160","US-ASCII","MICROSOFT-IIS/7.5","None","None","26/9/2003 0:00","17/6/2016 0:00",0,0,0,0,0,0,"benign",10,51
"B0_1186","UTF-8","APACHE/2.2.32","US","PA","4/11/2004 22:27","21/9/2016 15:14",0,0,0,0,0,0,"benign",10,51
"B0_1346","UTF-8","APACHE/2.4.6 (CENTOS)","US","CA","25/1/1995 0:00","5/12/2013 0:00",0,0,0,0,0,0,"benign",8,51
"B0_1362","ISO-8859-1","NGINX","US","Utr","21/1/2007 22:31","23/12/2016 4:58",0,0,0,0,0,0,"benign",10,51
"B0_1391","ISO-8859-1","NONE","US","CA","29/3/1997 0:00","29/11/2016 0:00",0,0,0,0,0,0,"benign",9,51
"B0_150","ISO-8859-1","APACHE/2.2.11 (UNIX) PHP/5.2.6","CN","beijingshi","7/3/2000 0:00","27/3/2017 0:00",7,1,2,769,1298,2,"benign",10,51
"B0_2046","UTF-8","SCRATCH WEB SERVER","None","None",,,7,3,2,582,306,0,"benign",9,51
"B0_2147","UTF-8","APACHE","None","None",,,9,6,7,762,640,0,"benign",10,51
"B0_2186","ISO-8859-1","NONE","US","California","28/11/1999 0:00","9/9/2013 0:00",17,8,6,1278,634,0,"benign",9,51
"B0_2212","ISO-8859-1","NONE","US","CA","2/11/2002 0:00","2/2/2017 0:00",28,13,12,1872,1323,0,"benign",12,51
"B0_2227","ISO-8859-1","NGINX","US","Washington","13/1/2005 0:00","14/1/2016 0:00",4,2,3,396,184,0,"benign",8,51
"B0_2279","US-ASCII","MICROSOFT-HTTPAPI/2.0","None","None",,,5,3,2,498,244,0,"benign",10,51
"B0_267","US-ASCII","MICROSOFT-HTTPAPI/2.0","None","None","22/2/2001 0:00","8/4/2017 0:00",22,6,8,1651,1388,2,"benign",11,51
"B0_347","UTF-8","CLOUDFLARE-NGINX","US","CO","28/9/1996 0:00","26/9/2016 0:00",39,3,8,3637,44294,6,"benign",10,51
"B0_377","UTF-8","NGINX/1.4.6 (UBUNTU)","US","CA","20/11/2007 0:00","13/5/2016 0:00",2,0,1,132,124,0,"benign",11,51
"B0_435","UTF-8","NGINX","US","CA","12/12/2003 0:00","18/10/2016 0:00",35,22,11,4677,14310,6,"benign",10,51
"B0_479","UTF-8","NONE","US","WA","1/6/2001 0:00","17/5/2016 0:00",28,16,12,3227,12120,4,"benign",11,51
"B0_780","UTF-8","NONE","US","Arizona","4/5/2001 0:00","9/11/2016 0:00",0,0,0,0,0,0,"benign",9,51
"B0_787","ISO-8859-1","APACHE","US","UT","16/5/1995 0:00","21/10/2016 0:00",0,0,0,0,0,0,"benign",11,51
"B0_814","ISO-8859-1","NONE","US","CA","29/3/1997 0:00","29/11/2016 0:00",0,0,0,0,0,0,"benign",9,51
"B0_837","ISO-8859-1","APACHE","US","VA","9/9/2002 0:00","29/8/2014 0:00",0,0,0,0,0,0,"benign",8,51
"B0_938","ISO-8859-1","APACHE","US","Arizona","15/2/2000 0:00","10/1/2017 0:00",0,0,0,0,0,0,"benign",11,51
"M0_104","UTF-8","APACHE","CZ","PRAHA","7/10/2006 0:00","7/3/2017 0:00",41,0,1,2992,65646,2,"malicious",14,52
"M0_161","UTF-8","MARRAKESH 1.12.2","BR","None",,,16,1,5,1609,2655,6,"malicious",12,52
"M0_58","NONE","APACHE/2.4.6 (CENTOS)","CN","Bei Jing","1/3/2005 0:00","7/9/2016 0:00",14,1,8,1151,1211,4,"malicious",14,52
"B0_1007","ISO-8859-1","NONE","US","CA","29/3/1997 0:00","29/11/2016 0:00",0,0,0,0,0,0,"benign",9,52
"B0_1022","ISO-8859-1","NGINX/1.10.3","US","VA","21/2/1992 0:00","22/8/2016 0:00",0,0,0,0,0,0,"benign",12,52
"B0_1076","UTF-8","NGINX/0.8.35","US","CA","15/10/2005 0:00","13/9/2016 0:00",0,0,0,0,0,0,"benign",10,52
"B0_1080","UTF-8","APACHE/2.2.15 (RED HAT)","US","CA","1/6/1996 0:00","2/4/2017 0:00",0,0,0,0,0,0,"benign",10,52
"B0_1115","ISO-8859-1","NGINX","US","Ohio","8/1/2004 0:00","3/1/2017 0:00",0,0,0,0,0,0,"benign",10,52
"B0_1166","UTF-8","MW2182.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",0,0,0,0,0,0,"benign",11,52
"B0_1191","UTF-8","LITESPEED","PA","PANAMA","5/3/2005 0:00","14/12/2015 0:00",0,0,0,0,0,0,"benign",12,52
"B0_1293","UTF-8","APACHE","US","CA","14/4/1998 0:00","14/4/2017 0:00",0,0,0,0,0,0,"benign",10,52
"B0_1304","ISO-8859-1","SQUID/3.3.8","US","CA","2/6/1994 0:00","6/1/2017 0:00",0,0,0,0,0,0,"benign",10,52
"B0_1307","UTF-8","NONE","US","CA","9/1/1998 0:00","4/1/2017 0:00",0,0,0,0,0,0,"benign",12,52
"B0_181","UTF-8","APACHE","CH","ZH","19/2/1997 0:00","15/12/2015 0:00",13,0,3,1428,1504,4,"benign",11,52
"B0_2014","ISO-8859-1","APACHE/2.2.27 (CENTOS)","US","NY","31/5/1995 0:00","18/11/2013 0:00",4,3,2,432,376,0,"benign",10,52
"B0_2032","ISO-8859-1","MICROSOFT-IIS/7.5","US","WA","13/9/2000 0:00","29/8/2016 0:00",6,3,3,564,442,0,"benign",9,52
"B0_2109","UTF-8","APACHE-COYOTE/1.1","US","NJ","2/3/1995 0:00","30/6/2016 0:00",5,3,3,486,436,0,"benign",10,52
"B0_211","UTF-8","NGINX/1.8.1","None","None","18/1/2008 0:00","5/1/2017 0:00",22,8,7,1628,14894,4,"benign",9,52
"B0_2198","UTF-8","APACHE","CA","ON","9/12/2003 0:00","22/10/2016 0:00",4,4,1,420,414,0,"benign",9,52
"B0_2232","US-ASCII","NONE","US","WA","22/3/1999 0:00","15/7/2016 0:00",4,3,2,420,424,0,"benign",10,52
"B0_2316","UTF-8","CLOUDFLARE-NGINX","None","None",,,3,3,1,366,244,0,"benign",11,52
"B0_261","UTF-8","APACHE/2.4.7 (UBUNTU)","None","None","27/5/1998 0:00","25/4/2017 0:00",60,4,5,4466,95122,2,"benign",11,52
"B0_319","UTF-8","CLOUDFLARE-NGINX","CA","ON","17/9/1998 0:00","10/11/2016 0:00",10,2,6,1197,1374,4,"benign",9,52
"B0_325","UTF-8","APACHE","None","None","7/5/1998 0:00","16/9/2016 0:00",10,1,4,1257,1919,4,"benign",10,52
"B0_401","UTF-8","SERVER","US","NV","1/11/1994 0:00","30/4/2014 0:00",51,35,10,5314,51761,6,"benign",10,52
"B0_420","UTF-8","NGINX/1.10.0","None","None","5/11/2003 0:00","6/11/2016 0:00",25,4,7,1682,25579,4,"benign",8,52
"B0_634","UTF-8","NGINX/1.12.0","None","None",,,21,0,8,2221,3809,4,"benign",11,52
"B0_670","NONE","MICROSOFT-IIS/8.5","US","NJ","23/10/1994 0:00","1/11/2016 0:00",19,0,4,1538,1121,4,"benign",11,52
"B0_696","ISO-8859-1","NGINX (OPENBSD)","HK","none","24/5/2010 0:00","25/7/2016 0:00",16,2,3,1364,16978,2,"benign",11,52
"B0_741","US-ASCII","NONE","US","WA","22/3/1999 0:00","15/7/2016 0:00",29,25,1,4765,17280,8,"benign",10,52
"B0_880","ISO-8859-1","APACHE","CA","Quebec","14/10/2007 12:24","1/9/2016 14:20",0,0,0,0,0,0,"benign",10,52
"B0_89","UTF-8","ZOPE/(2.13.16; PYTHON 2.6.8; LINUX2) ZSERVER/1.1","None","None",,,51,1,10,4049,61312,4,"benign",9,52
"B0_908","UTF-8","NGINX","AU","QLD","25/11/2016 0:00","15/3/2017 0:00",0,0,0,0,0,0,"benign",8,52
"B0_909","UTF-8","NGINX","CA","Manitoba","30/9/2002 0:00","24/9/2016 0:00",0,0,0,0,0,0,"benign",10,52
"B0_954","UTF-8","ATS","US","CA","18/1/1995 0:00","26/8/2015 0:00",0,0,0,0,0,0,"benign",11,52
"B0_956","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",0,0,0,0,0,0,"benign",11,52
"M0_80","ISO-8859-1","NGINX/1.12.0","US","ALABAMA","9/2/2007 0:00","9/2/2017 0:00",8,0,1,1156,2638,2,"malicious",12,53
"B0_1012","ISO-8859-1","NONE","US","CA","29/3/1997 0:00","29/11/2016 0:00",0,0,0,0,0,0,"benign",11,53
"B0_1091","UTF-8","NGINX","US","CO","10/2/1999 0:00","6/2/2017 0:00",0,0,0,0,0,0,"benign",10,53
"B0_1247","UTF-8","NONE","US","PA","7/8/1995 0:00","27/3/2014 0:00",0,0,0,0,0,0,"benign",8,53
"B0_1264","UTF-8","NGINX/1.11.10","CA","Quebec","21/5/1997 0:00","26/7/2016 0:00",0,0,0,0,0,0,"benign",10,53
"B0_1325","UTF-8","NONE","US","CA","9/1/1998 0:00","4/1/2017 0:00",0,0,0,0,0,0,"benign",12,53
"B0_1336","UTF-8","NGINX/1.10.1","None","None",,,0,0,0,0,0,0,"benign",11,53
"B0_2048","ISO-8859-1","APACHE/2.2.26 (UNIX) MOD_SSL/2.2.26 OPENSSL/0.9.8E-FIPS-RHEL5 MOD_BWLIMITED/1.4 PHP/5.4.26","None","None","10/1/2006 0:00","11/11/2014 0:00",9,5,7,762,640,0,"benign",10,53
"B0_2119","UTF-8","APACHE/2.2.31 (AMAZON)","US","NH","31/8/2004 0:00","1/6/2016 0:00",26,8,11,1668,894,0,"benign",11,53
"B0_2131","UTF-8","NGINX/1.11.10","CA","Quebec","21/5/1997 0:00","26/7/2016 0:00",7,6,2,798,492,0,"benign",10,53
"B0_2268","UTF-8","APACHE/2.2.21 (UNIX) MOD_SSL/2.2.21 OPENSSL/0.9.8E-FIPS-RHEL5 PHP/5.3.10","US","GA","5/12/2005 0:00","22/4/2015 0:00",12,3,3,960,1024,0,"benign",9,53
"B0_294","ISO-8859-1","ATS/5.3.0","CA","ON","27/5/2002 0:00","28/4/2017 0:00",12,6,7,1017,1563,6,"benign",7,53
"B0_472","ISO-8859-1","APACHE","None","None","5/5/2001 0:00","28/1/2015 0:00",15,2,5,1944,2698,6,"benign",12,53
"B0_556","ISO-8859-1","APACHE","CA","ON","1/12/1996 5:00","30/11/2016 10:30",15,4,3,2232,3283,4,"benign",12,53
"B0_827","US-ASCII","MICROSOFT-HTTPAPI/2.0","None","None",,,0,0,0,0,0,0,"benign",9,53
"B0_862","US-ASCII","MICROSOFT-HTTPAPI/2.0","United Kingdom","None",,,0,0,0,0,0,0,"benign",10,53
"B0_91","ISO-8859-1","CLOUDFLARE-NGINX","None","None","1/3/2008 0:00","17/4/2015 0:00",16,3,8,1277,2663,4,"benign",11,53
"B0_951","UTF-8","NONE","US","WA","1/6/2001 0:00","17/5/2016 0:00",0,0,0,0,0,0,"benign",12,53
"B0_977","UTF-8","NGINX","US","CA","6/12/1994 0:00","3/11/2015 0:00",0,0,0,0,0,0,"benign",9,53
"M0_41","ISO-8859-1","APACHE","US","Arizona","16/2/2005 0:00","24/2/2016 0:00",5,0,2,582,1097,4,"malicious",11,54
"M0_87","ISO-8859-1","APACHE/2","US","CA","17/12/2005 0:00","18/11/2015 0:00",29,1,7,4558,26259,2,"malicious",11,54
"B0_1002","ISO-8859-1","MICROSOFT-IIS/7.5","US","PA","7/8/1995 0:00","27/3/2014 0:00",0,0,0,0,0,0,"benign",11,54
"B0_1059","UTF-8","CLOUDFLARE-NGINX","None","None",,,0,0,0,0,0,0,"benign",12,54
"B0_1129","ISO-8859-1","APACHE/2.2.31 (UNIX) MOD_SSL/2.2.31 OPENSSL/1.0.1E-FIPS MOD_BWLIMITED/1.4 MOD_FCGID/2.3.9","US","MI","15/11/1998 0:00","23/12/2011 0:00",0,0,0,0,0,0,"benign",9,54
"B0_1149","ISO-8859-1","APACHE/2.2.27 (UNIX) OPENAM WEB AGENT/4.0.1-1 MOD_SSL/2.2.27 OPENSSL/1.0.1P PHP/5.3.28","None","None",,,0,0,0,0,0,0,"benign",12,54
"B0_1188","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","FL","2/10/2002 0:00","14/3/2017 0:00",0,0,0,0,0,0,"benign",9,54
"B0_1200","ISO-8859-1","APACHE/2.2.15 (RED HAT)","None","None",,,0,0,0,0,0,0,"benign",12,54
"B0_1301","ISO-8859-1","MICROSOFT-IIS/7.5","US","WA","13/9/2000 0:00","29/8/2016 0:00",0,0,0,0,0,0,"benign",8,54
"B0_1315","UTF-8","ATS","US","CA","18/1/1995 0:00","26/8/2015 0:00",0,0,0,0,0,0,"benign",11,54
"B0_174","ISO-8859-1","APACHE/2.2.32","CA","ON","6/3/1998 0:00","30/3/2017 0:00",34,7,6,2881,39646,4,"benign",9,54
"B0_2007","UTF-8","NGINX/1.10.3","US","VA","21/2/1992 0:00","22/8/2016 0:00",5,5,2,474,535,0,"benign",12,54
"B0_2045","UTF-8","MW2104.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",11,7,2,1166,426,0,"benign",12,54
"B0_2133","UTF-8","APACHE-COYOTE/1.1","CN","Zhejiang","15/4/1999 0:00","20/6/2012 0:00",3,3,1,366,182,0,"benign",10,54
"B0_2207","ISO-8859-1","APACHE/2.2.15 (RED HAT)","None","None",,,12,9,6,900,696,0,"benign",12,54
"B0_230","ISO-8859-1","CLOUDFLARE-NGINX","US","CA","29/9/2005 0:00","5/5/2016 0:00",1194,12,8,99843,2060012,4,"benign",10,54
"B0_247","ISO-8859-1","NONE","US","CA","29/3/1997 0:00","29/11/2016 0:00",58,39,7,5998,43787,6,"benign",9,54
"B0_320","UTF-8","SERVER","US","CA","9/12/2002 0:00","2/5/2014 0:00",37,0,5,7178,20954,6,"benign",10,54
"B0_370","ISO-8859-1","APACHE","US","TX","17/7/2000 0:00","3/3/2017 0:00",40,9,9,4562,49870,4,"benign",10,54
"B0_387","ISO-8859-1","APACHE/2.2.15 (RED HAT)","None","None",,,29,0,2,2903,30772,8,"benign",12,54
"B0_4","UTF-8","APACHE","US","WA","27/6/2015 0:00","18/4/2016 0:00",4,1,3,280,542,2,"benign",9,54
"B0_478","US-ASCII","MICROSOFT-HTTPAPI/2.0","None","None","19/2/2005 0:00","20/2/2017 0:00",34,2,5,5325,86136,6,"benign",9,54
"B0_48","UTF-8","APACHE","US","FL","7/11/1996 0:00","25/8/2015 0:00",20,11,6,3025,9200,6,"benign",11,54
"B0_594","UTF-8","NGINX/1.4.6 (UBUNTU)","US","CA","14/12/1995 5:00","6/12/2016 21:52",12,7,1,2036,7035,4,"benign",10,54
"B0_665","UTF-8","MW2230.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",43,38,5,5591,46553,8,"benign",10,54
"B0_750","UTF-8","NONE","US","FL","6/11/1998 0:00","5/9/2014 0:00",12,1,5,1404,1587,4,"benign",12,54
"B0_799","UTF-8","APACHE/2.4.25 (CPANEL) OPENSSL/1.0.1E-FIPS MOD_BWLIMITED/1.4","AU","NSW","29/9/2000 0:00","18/11/2014 0:00",0,0,0,0,0,0,"benign",11,54
"B0_858","US-ASCII","MICROSOFT-HTTPAPI/2.0","None","None","18/10/2000 0:00","16/1/2017 0:00",0,0,0,0,0,0,"benign",12,54
"B0_968","ISO-8859-1","CLOUDFLARE-NGINX","US","MA","21/8/1998 0:00","3/10/2016 0:00",0,0,0,0,0,0,"benign",11,54
"M0_102","UTF-8","APACHE","CZ","PRAHA","7/10/2006 0:00","7/3/2017 0:00",52,0,1,3721,66445,2,"malicious",12,55
"M0_84","ISO-8859-1","APACHE/2.2.31 (CENTOS)","PA","PANAMA","19/7/2004 0:00","6/7/2016 0:00",26,12,3,3229,16895,8,"malicious",12,55
"B0_1039","ISO-8859-1","APACHE","US","NY","30/12/2002 0:00","9/4/2014 0:00",0,0,0,0,0,0,"benign",10,55
"B0_1047","UTF-8","APACHE","US","CA","11/9/1997 4:00","9/12/2015 14:43",0,0,0,0,0,0,"benign",9,55
"B0_1126","UTF-8","APACHE/2.4.7 (UBUNTU)","US","Illinois","15/9/2003 0:00","16/9/2016 0:00",0,0,0,0,0,0,"benign",12,55
"B0_1146","UTF-8","NGINX","US","MA","15/9/1997 0:00","15/11/2016 0:00",0,0,0,0,0,0,"benign",10,55
"B0_1168","ISO-8859-1",".V01 APACHE","US","CA","21/5/1998 0:00","16/5/2016 0:00",0,0,0,0,0,0,"benign",11,55
"B0_1187","UTF-8","APACHE","US","FL","4/1/1997 0:00","30/11/2016 0:00",0,0,0,0,0,0,"benign",10,55
"B0_1339","UTF-8","ATS","US","CA","18/1/1995 0:00","26/8/2015 0:00",0,0,0,0,0,0,"benign",12,55
"B0_1354","UTF-8","CLOUDFLARE-NGINX","SI","Not Applicable","25/7/2003 18:21","6/12/2015 17:05",0,0,0,0,0,0,"benign",9,55
"B0_1368","UTF-8","MW2164.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",0,0,0,0,0,0,"benign",10,55
"B0_1421","UTF-8","APACHE","US","MO","20/5/1996 0:00","24/10/2016 0:00",0,0,0,0,0,0,"benign",12,55
"B0_177","UTF-8","NGINX/1.10.0","None","None","5/11/2003 0:00","6/11/2016 0:00",24,3,9,1715,22292,2,"benign",8,55
"B0_201","UTF-8","MW2110.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",42,36,2,6128,41385,8,"benign",11,55
"B0_2023","UTF-8","CLOUDFLARE-NGINX","BS","New Providence","25/10/2005 0:00","20/10/2016 0:00",21,3,13,1458,244,0,"benign",12,55
"B0_2071","UTF-8","NGINX/1.10.1","US","FL","29/12/1999 0:00","14/4/2017 0:00",8,3,3,696,306,0,"benign",9,55
"B0_21","UTF-8","APACHE/2.4.6 (UNIX) MOD_JK/1.2.37 PHP/5.5.1 OPENSSL/1.0.1G MOD_FCGID/2.3.9","US","DE","1/9/1995 4:00","1/3/2017 19:31",31,3,5,3590,35749,4,"benign",10,55
"B0_2141","UTF-8","APACHE","CA","ON","9/12/2003 0:00","22/10/2016 0:00",4,3,2,432,244,0,"benign",10,55
"B0_2190","UTF-8","MW2176.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",13,4,7,1074,306,0,"benign",12,55
"B0_2300","UTF-8","MW2187.CODFW.WMNET","US","CA","16/3/2003 8:22","29/3/2016 17:55",11,5,7,882,628,0,"benign",10,55
"B0_346","UTF-8","SERVER","US","NV","1/11/1994 0:00","30/4/2014 0:00",36,27,7,4405,46271,6,"benign",12,55
"B0_415","UTF-8","ATS","US","CA","22/11/2003 0:00","1/5/2014 0:00",46,38,3,5666,69645,8,"benign",10,55
"B0_502","UTF-8","MW2239.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",27,18,4,3101,13795,4,"benign",10,55
"B0_664","ISO-8859-1","NONE","US","CA","29/3/1997 0:00","29/11/2016 0:00",56,52,4,7621,58567,10,"benign",9,55
"B0_706","ISO-8859-1","NONE","US","CA","29/3/1997 0:00","29/11/2016 0:00",42,30,9,4861,43523,6,"benign",9,55
"B0_716","ISO-8859-1","NONE","US","CA","29/3/1997 0:00","29/11/2016 0:00",33,29,1,5665,19433,10,"benign",9,55
"B0_738","UTF-8","SERVER","US","NV","1/11/1994 0:00","30/4/2014 0:00",48,39,11,5137,67877,6,"benign",11,55
"B0_815","UTF-8","MICROSOFT-IIS/8.5","US","WI","2/12/1998 0:00","1/12/2016 0:00",0,0,0,0,0,0,"benign",10,55
"B0_879","ISO-8859-1","NONE","US","CA","2/11/2002 0:00","2/2/2017 0:00",0,0,0,0,0,0,"benign",12,55
"B0_936","UTF-8","MW2106.CODFW.WMNET","US","CA","16/3/2003 8:22","29/3/2016 17:55",0,0,0,0,0,0,"benign",10,55
"B0_959","US-ASCII","MICROSOFT-HTTPAPI/2.0","AU","None","22/7/2008 0:00","22/7/2016 0:00",0,0,0,0,0,0,"benign",11,55
"M0_93","ISO-8859-1","NGINX/1.10.1","PK","Punjab","27/9/2013 0:00","29/9/2016 0:00",7,0,2,752,1197,2,"malicious",11,56
"B0_1","ISO-8859-1","APACHE","US","CA","5/11/1999 0:00","11/8/2016 0:00",0,0,0,0,124,0,"benign",8,56
"B0_1110","ISO-8859-1","NONE","None","None",,"17/3/2017 0:00",0,0,0,0,0,0,"benign",12,56
